transaction_id,account_id,amount,transaction_type,account_age_years,country_risk_level,is_foreign_transaction,num_prev_transactions,previous_suspicious_activity,avg_transaction_amount,time_of_day,device_type,customer_type,location_match,account_balance,txn_velocity_score,unusual_activity_flag,label
T04258,A4662,291690.24,upi,11.5,low,0,23,1,18003.96,evening,atm,personal,1,1837269.13,0.53,0,1
T04259,A6426,456848.94,crypto,1.3,low,0,37,0,13197.12,night,mobile,personal,0,231614.92,0.04,1,1
T04260,A2617,109109.25,crypto,10.4,medium,0,36,0,6535.16,night,atm,personal,1,616059.18,0.19,0,0
T04261,A5749,82116.63,upi,2.9,low,1,49,1,29563.39,morning,mobile,personal,0,938172.49,0.89,0,1
T04262,A2282,389211.36,crypto,2.2,high,1,33,0,13424.18,evening,atm,business,1,1979071.4,0.54,0,1
T04263,A4648,477513.44,cash,10.7,low,1,44,1,8345.09,evening,mobile,business,1,1635499.66,0.1,0,1
T04264,A6044,431161.09,online_transfer,4.7,high,1,24,1,34518.9,night,mobile,personal,0,654804.66,0.07,1,1
T04265,A6230,491416.49,bank_transfer,5.0,high,0,5,1,4056.25,afternoon,mobile,business,0,1988943.81,0.96,0,1
T04266,A3803,106841.23,cash,0.5,medium,1,24,0,42534.83,afternoon,web,business,1,399611.9,0.92,0,1
T04267,A4909,195630.53,bank_transfer,14.2,medium,0,48,1,6653.33,night,web,personal,0,412394.8,0.47,0,1
T04268,A4453,365885.66,bank_transfer,14.6,low,1,33,0,47580.04,night,web,business,1,291307.58,0.56,0,0
T04269,A8206,175103.7,online_transfer,2.2,low,1,17,0,1046.43,morning,atm,personal,1,70533.53,0.82,0,0
T04270,A6064,354910.69,online_transfer,10.7,high,0,12,0,3570.34,morning,web,business,1,13086.64,0.99,1,1
T04271,A5664,206285.76,online_transfer,1.9,medium,1,12,0,19747.57,afternoon,atm,business,0,1460035.58,0.55,0,0
T04272,A6482,33282.98,online_transfer,5.7,medium,0,43,0,24203.48,evening,web,personal,0,559649.39,0.06,1,0
T04273,A5486,390698.15,crypto,3.9,medium,1,7,0,13682.61,afternoon,web,business,1,1068137.76,0.14,0,0
T04274,A7836,102017.81,cheque,13.5,high,1,6,1,37682.6,morning,mobile,personal,0,1871962.33,0.56,1,1
T04275,A5805,51660.6,cheque,7.0,high,0,32,0,35111.7,afternoon,atm,business,0,1553389.81,0.14,1,1
T04276,A9826,417343.77,upi,13.8,high,1,23,1,17017.76,afternoon,web,personal,1,1380531.71,0.86,1,1
T04277,A1285,201070.13,cheque,10.9,low,1,47,0,28569.13,morning,web,business,1,688905.73,0.16,0,0
T04278,A2118,190286.8,bank_transfer,1.5,high,1,13,0,37960.3,morning,atm,business,1,668674.44,0.77,0,1
T04279,A9066,391929.02,cheque,10.9,medium,1,39,0,20989.25,afternoon,atm,business,1,1147545.45,0.2,0,0
T04280,A1158,394913.15,upi,1.5,low,1,50,1,4713.17,night,mobile,business,0,125755.64,0.74,1,1
T04281,A9766,371014.41,online_transfer,14.5,medium,0,8,0,29867.71,morning,atm,business,0,831672.0,0.6,0,0
T04282,A7064,222891.66,crypto,5.0,medium,1,15,0,41811.82,morning,atm,business,0,614844.93,0.23,1,1
T04283,A2799,457271.01,upi,11.5,low,0,35,1,10385.16,afternoon,mobile,personal,1,1407398.09,0.13,1,1
T04284,A4289,433809.49,upi,2.0,high,0,0,0,30092.57,morning,mobile,business,0,118896.81,0.54,0,0
T04285,A5024,171515.62,cheque,3.0,medium,0,17,1,44212.13,morning,atm,business,1,128950.54,0.41,1,1
T04286,A6940,497317.31,online_transfer,3.9,high,0,17,0,5915.13,night,web,business,0,672230.38,0.16,0,0
T04287,A8076,219535.13,cheque,6.5,high,0,31,1,6441.3,morning,atm,business,0,1654687.16,0.81,1,1
T04288,A3733,161090.97,upi,5.3,high,0,5,1,2852.42,morning,web,business,0,1039071.44,0.98,0,1
T04289,A1577,421092.95,online_transfer,6.4,low,0,0,1,35783.71,night,atm,personal,1,1657069.95,0.87,1,1
T04290,A6562,239184.26,upi,4.1,high,0,35,1,36406.81,evening,mobile,personal,0,1844115.8,0.04,1,1
T04291,A5847,390985.12,online_transfer,2.1,high,1,4,1,26878.35,evening,web,personal,0,1500682.57,0.32,0,1
T04292,A5260,451852.78,bank_transfer,12.5,medium,1,6,0,9862.94,morning,web,business,0,787138.05,0.1,0,0
T04293,A7827,473830.42,cheque,4.6,low,0,14,1,44354.06,evening,atm,personal,0,434891.23,0.35,0,0
T04294,A2361,67322.58,cash,9.3,medium,0,34,1,35313.03,morning,atm,personal,0,84324.8,0.42,1,1
T04295,A7819,480328.01,bank_transfer,11.3,low,0,4,0,32296.78,evening,atm,business,1,1512113.5,0.01,1,0
T04296,A3440,173426.13,online_transfer,3.1,medium,0,9,1,18685.08,afternoon,web,personal,0,567521.87,0.9,0,1
T04297,A5809,394235.42,crypto,3.2,high,1,26,1,4380.94,evening,mobile,business,1,627215.05,0.58,1,1
T04298,A5027,240275.77,upi,1.0,medium,0,29,1,42997.06,night,mobile,business,0,171384.23,0.76,0,1
T04299,A4173,444643.95,crypto,1.2,low,1,6,0,28635.83,afternoon,web,personal,1,400568.13,0.65,1,1
T04300,A7259,374725.43,cheque,3.3,low,0,46,0,20015.05,evening,web,personal,1,322105.15,0.1,0,0
T04301,A8347,399101.38,cheque,7.4,low,1,48,0,6705.62,evening,web,personal,0,96192.26,0.43,1,1
T04302,A2627,464883.7,bank_transfer,13.7,medium,1,31,0,31312.68,evening,atm,personal,1,1744832.96,0.69,1,1
T04303,A6955,215926.61,bank_transfer,3.3,medium,0,37,0,25780.16,morning,web,business,0,1014037.49,0.25,0,0
T04304,A6690,29413.94,bank_transfer,10.8,high,1,0,0,18885.44,evening,mobile,personal,0,811886.05,0.94,0,0
T04305,A3604,310466.68,crypto,9.6,high,1,26,0,27277.92,evening,mobile,business,1,982770.56,0.64,0,1
T04306,A4508,122104.43,bank_transfer,4.0,high,1,21,1,26444.39,morning,atm,personal,1,1286561.04,0.18,1,1
T04307,A1491,20587.92,cheque,2.0,medium,1,35,0,38825.93,evening,web,business,0,816061.43,0.45,0,0
T04308,A6739,91593.11,crypto,8.6,medium,1,31,0,29714.92,night,web,business,1,1398650.87,0.88,1,1
T04309,A7030,405660.6,upi,3.9,high,1,41,1,6213.74,night,mobile,business,1,1445987.23,0.31,0,1
T04310,A2524,206281.56,cash,11.7,high,1,0,0,35233.42,night,web,business,0,1435144.4,0.79,1,1
T04311,A4747,497496.09,crypto,14.1,high,0,33,0,46258.91,afternoon,atm,personal,0,1653907.88,0.94,0,1
T04312,A7169,428845.07,cash,2.6,medium,0,19,0,2621.54,evening,mobile,business,0,37274.72,0.15,0,0
T04313,A9409,206189.26,cash,4.5,medium,1,17,1,28163.24,night,web,business,0,41968.81,0.87,1,1
T04314,A1544,120215.0,online_transfer,14.1,medium,1,18,0,19395.66,morning,atm,business,0,315356.41,0.1,1,1
T04315,A5857,141695.29,crypto,10.3,medium,0,49,1,6327.4,morning,web,personal,1,910754.26,0.66,1,1
T04316,A5612,141561.06,cheque,13.8,high,1,28,1,8439.05,morning,atm,personal,0,481054.58,0.78,1,1
T04317,A4143,348539.77,cheque,2.9,low,1,33,0,20365.95,afternoon,atm,business,1,1027628.72,0.47,1,1
T04318,A4349,60943.08,upi,11.4,low,0,50,1,16103.18,afternoon,web,business,1,1733152.85,0.31,0,0
T04319,A3483,116471.74,cheque,8.4,low,1,20,0,1439.89,evening,web,personal,0,181666.29,0.24,1,1
T04320,A2179,5290.02,upi,6.1,low,1,3,0,18369.04,night,web,business,0,1871595.38,0.17,1,0
T04321,A7510,59809.31,bank_transfer,6.7,low,0,38,0,37544.36,morning,atm,personal,0,1960437.15,0.79,0,0
T04322,A9685,28117.57,bank_transfer,7.1,medium,0,38,1,12502.64,afternoon,atm,personal,0,1382744.9,0.01,1,1
T04323,A3565,239394.55,bank_transfer,0.6,medium,0,33,0,14953.72,evening,atm,personal,1,944288.31,0.2,1,1
T04324,A5209,55112.5,online_transfer,0.8,high,1,19,1,47602.57,afternoon,mobile,personal,0,1183230.04,0.25,1,1
T04325,A9035,434438.72,cheque,2.0,high,1,14,1,10651.28,morning,mobile,business,1,1577111.76,0.91,0,1
T04326,A1544,262690.22,bank_transfer,13.8,medium,1,3,0,10340.83,afternoon,web,business,0,1441902.89,0.0,1,1
T04327,A9356,228238.43,online_transfer,0.5,medium,0,35,1,41707.99,night,atm,personal,0,1519788.23,0.93,1,1
T04328,A4921,259136.83,cheque,7.2,medium,0,40,1,16815.32,evening,atm,personal,1,1299525.8,0.38,1,1
T04329,A8292,171978.98,crypto,6.3,low,1,7,0,33894.33,evening,atm,personal,0,477361.97,0.31,1,1
T04330,A6678,245599.65,upi,9.3,high,1,1,0,21813.58,afternoon,atm,business,0,228583.43,0.58,1,1
T04331,A2051,384841.83,cash,14.1,high,1,43,1,37763.11,evening,web,business,1,1386666.53,0.04,0,1
T04332,A4737,423438.55,cheque,11.7,high,1,37,0,42873.16,night,web,personal,1,230316.91,0.98,0,1
T04333,A7914,396159.6,online_transfer,11.9,low,1,13,0,3133.98,afternoon,web,personal,0,346095.55,0.54,0,0
T04334,A4986,256639.27,cash,13.2,medium,1,28,0,21637.76,morning,web,personal,1,172324.85,0.68,1,1
T04335,A2022,221200.42,cheque,6.6,low,1,36,1,16083.76,afternoon,web,business,1,689159.88,0.11,1,1
T04336,A5979,26385.44,cheque,12.6,high,1,50,1,25907.96,morning,web,personal,0,1166349.83,0.69,1,1
T04337,A4284,211008.92,crypto,14.1,low,0,11,0,26816.65,night,mobile,personal,1,452388.48,0.78,1,1
T04338,A7385,383099.92,cash,3.2,low,0,34,0,44092.22,evening,web,personal,1,1036422.43,0.72,0,0
T04339,A2867,199242.71,crypto,11.3,high,0,13,0,21478.91,afternoon,atm,personal,0,1410973.73,0.83,1,1
T04340,A1055,492891.42,bank_transfer,10.6,high,0,17,0,14640.18,evening,mobile,personal,0,733645.57,0.52,1,1
T04341,A3633,280900.75,crypto,7.6,high,0,19,1,36485.98,morning,web,business,1,1443112.75,0.99,0,1
T04342,A7730,341368.9,crypto,3.1,medium,0,16,0,31677.07,evening,mobile,business,0,1679670.42,0.05,0,0
T04343,A4924,82059.81,upi,5.0,low,1,22,1,30584.55,night,web,personal,1,172291.59,0.74,0,1
T04344,A5074,494228.22,online_transfer,8.9,medium,0,50,1,19145.6,afternoon,mobile,personal,1,192763.57,0.5,1,1
T04345,A8003,94820.71,cash,14.3,medium,1,23,0,11613.34,evening,web,business,1,1351284.1,0.66,1,0
T04346,A1056,251334.27,crypto,0.8,medium,0,19,1,14427.31,afternoon,atm,business,0,1291902.77,0.88,1,1
T04347,A3262,90995.04,cash,4.9,low,1,40,0,41638.54,afternoon,web,personal,0,563123.91,0.3,1,0
T04348,A6390,267651.27,bank_transfer,11.2,medium,1,27,1,23938.84,afternoon,web,personal,1,1656382.56,0.63,1,1
T04349,A5863,36112.68,bank_transfer,5.8,low,1,38,0,47166.37,night,mobile,personal,0,1726239.0,0.72,1,1
T04350,A1134,70469.29,online_transfer,5.4,low,1,5,0,30305.57,evening,web,personal,1,1616507.6,0.98,1,0
T04351,A4005,254413.0,cheque,7.5,high,0,19,0,33120.77,afternoon,web,personal,0,1063876.88,0.14,0,0
T04352,A8610,100250.05,crypto,10.8,high,1,37,0,24782.47,night,mobile,business,1,76676.72,0.6,1,1
T04353,A1321,430951.96,online_transfer,3.5,low,1,3,1,29005.65,morning,atm,business,1,71440.05,0.1,0,1
T04354,A2473,482800.36,crypto,11.5,medium,1,24,0,6641.22,afternoon,mobile,personal,1,722930.96,0.05,1,1
T04355,A1003,175525.08,cash,3.9,low,0,5,0,45979.89,morning,web,business,0,966696.08,0.74,0,0
T04356,A4284,128979.58,bank_transfer,7.1,low,0,46,0,48192.7,afternoon,atm,business,1,698825.66,0.36,1,1
T04357,A5464,149482.49,upi,14.4,high,1,34,0,10358.84,afternoon,mobile,business,1,1961149.28,0.47,0,1
T04358,A7659,348748.56,cheque,0.2,high,0,32,0,33653.37,evening,atm,personal,0,1312396.94,0.2,1,1
T04359,A1279,441807.98,upi,2.4,high,1,43,1,26166.65,night,atm,personal,0,860535.21,0.03,0,1
T04360,A8228,53840.21,online_transfer,0.8,low,1,33,0,47310.05,morning,atm,business,0,553201.61,0.82,1,1
T04361,A6295,66685.86,cheque,11.8,low,1,13,0,15388.66,evening,atm,personal,0,853052.87,0.68,0,0
T04362,A8478,336964.3,online_transfer,13.1,high,1,19,1,28734.46,evening,atm,business,1,1461579.17,0.37,1,1
T04363,A6599,59167.94,cash,4.7,high,1,25,1,13307.01,morning,atm,personal,1,348262.6,0.92,1,1
T04364,A8537,16300.32,online_transfer,7.6,high,1,46,0,21701.18,morning,atm,personal,0,315166.72,0.35,1,1
T04365,A7766,484329.03,upi,9.1,medium,1,43,0,4645.81,evening,atm,personal,1,1228162.23,0.59,0,0
T04366,A1264,146633.92,cash,4.6,high,1,49,1,36209.11,morning,mobile,business,0,398940.63,0.15,0,1
T04367,A2651,229701.22,upi,7.3,medium,1,15,1,40007.39,morning,mobile,personal,1,348709.76,0.37,1,1
T04368,A9015,213342.61,upi,9.7,high,1,22,0,28797.36,night,atm,personal,1,195563.38,0.29,0,1
T04369,A2450,224608.71,cheque,2.6,low,1,46,1,40491.79,afternoon,mobile,personal,1,795950.73,0.16,1,1
T04370,A8015,385953.17,upi,7.1,high,1,25,0,16060.83,night,atm,business,1,1976249.25,0.71,0,1
T04371,A5398,189880.18,online_transfer,13.6,medium,1,8,1,18250.46,night,atm,business,0,1540838.16,0.96,0,1
T04372,A7245,474999.41,cash,2.5,medium,1,50,0,32983.07,night,atm,business,1,1027448.93,0.9,0,1
T04373,A8769,311226.92,crypto,1.2,low,0,37,0,34689.62,night,mobile,business,1,725558.81,0.33,1,1
T04374,A4797,99020.53,crypto,0.4,low,1,12,1,11368.4,evening,mobile,personal,1,1352756.06,0.27,1,1
T04375,A5821,61795.92,crypto,2.7,low,0,22,0,49100.43,night,mobile,business,0,1430331.07,0.31,0,0
T04376,A9879,388364.56,online_transfer,8.0,low,1,0,1,39438.78,morning,mobile,personal,1,806623.28,0.13,1,1
T04377,A9198,158260.86,upi,6.7,medium,0,10,1,35217.69,morning,atm,business,1,718716.72,0.06,0,0
T04378,A1706,290420.0,upi,13.9,high,1,1,0,34617.77,morning,mobile,business,1,222958.95,0.65,0,1
T04379,A8717,173919.05,cheque,9.0,high,1,0,0,40527.87,night,web,personal,0,156948.61,0.76,1,1
T04380,A3685,460520.54,upi,3.2,medium,1,50,1,11588.4,morning,atm,personal,1,81904.77,0.34,1,1
T04381,A4050,424513.32,online_transfer,2.0,high,0,13,1,24998.83,morning,mobile,personal,0,1093989.42,0.23,0,1
T04382,A2567,415673.98,upi,11.5,high,1,50,1,9848.9,evening,atm,personal,1,1211813.19,0.79,1,1
T04383,A8982,317650.46,cash,7.9,high,0,47,1,12295.38,evening,web,business,1,1726849.42,0.01,0,1
T04384,A5295,443230.91,cash,1.3,high,1,11,0,7132.24,night,mobile,personal,0,1690078.88,0.57,1,1
T04385,A4639,213753.51,online_transfer,4.7,low,0,32,0,6736.7,evening,web,personal,1,849885.56,0.13,0,0
T04386,A4626,161079.02,online_transfer,12.0,high,1,20,0,36070.74,evening,web,business,1,1100040.46,0.72,1,1
T04387,A9218,19156.6,online_transfer,6.4,medium,0,26,0,21389.62,afternoon,mobile,personal,1,1172497.16,0.41,0,0
T04388,A2761,444074.15,bank_transfer,4.4,low,0,35,0,20800.89,afternoon,web,personal,1,1943635.52,0.32,1,1
T04389,A1467,446286.37,crypto,14.2,low,0,48,1,39596.25,morning,atm,business,0,1730162.07,0.26,1,1
T04390,A4600,56267.43,online_transfer,7.2,medium,1,45,1,26751.46,evening,atm,business,0,1816083.27,0.39,1,1
T04391,A6005,475120.25,cheque,14.6,high,1,0,0,19112.34,night,web,personal,0,628334.26,0.53,1,1
T04392,A8738,459002.68,crypto,2.6,high,0,15,0,1437.13,night,atm,business,1,452542.23,0.54,1,1
T04393,A1784,452117.21,bank_transfer,2.5,medium,0,44,1,4022.79,night,atm,personal,0,865001.99,0.79,1,1
T04394,A9232,135620.34,upi,8.9,high,0,48,0,31820.12,night,web,business,0,1983840.75,0.2,1,1
T04395,A1601,217265.59,upi,0.7,low,1,20,1,38696.04,evening,mobile,personal,0,1601327.09,0.3,1,1
T04396,A1318,445736.53,cheque,3.2,low,1,10,1,20667.69,afternoon,mobile,business,1,1159068.26,0.61,0,1
T04397,A3379,163080.25,bank_transfer,8.2,high,1,2,0,3013.84,night,mobile,business,0,1841640.01,0.71,0,1
T04398,A2243,114836.06,crypto,6.8,high,1,5,1,1318.3,night,web,personal,1,1118996.46,0.94,0,1
T04399,A9108,247741.03,cash,11.4,medium,1,46,0,33511.63,night,web,personal,0,1757355.76,0.23,0,0
T04400,A1634,129699.43,bank_transfer,1.2,high,0,26,1,26113.63,night,atm,business,1,1557845.58,0.42,1,1
T04401,A5491,420653.44,crypto,0.6,low,0,8,1,43020.49,morning,mobile,personal,1,17417.52,0.28,0,1
T04402,A2267,276711.78,online_transfer,7.6,low,0,37,1,6913.79,night,atm,business,1,1626686.42,0.04,0,1
T04403,A7042,231667.36,online_transfer,1.5,low,0,15,0,39096.54,evening,atm,personal,1,339318.67,0.59,1,0
T04404,A4109,152264.8,bank_transfer,3.7,low,1,34,1,15396.44,evening,atm,business,1,349917.73,0.88,1,1
T04405,A8377,233585.7,crypto,2.0,high,0,42,0,1988.26,morning,mobile,business,1,347970.41,0.12,1,1
T04406,A3950,326459.97,crypto,2.9,medium,1,33,0,2957.56,afternoon,mobile,business,1,1626459.35,0.81,1,1
T04407,A8757,424525.56,upi,12.4,high,1,37,1,22086.54,evening,atm,business,0,1216525.94,0.55,1,1
T04408,A4283,243658.43,crypto,10.5,high,0,32,1,19506.85,night,mobile,business,1,289899.92,0.96,0,1
T04409,A2858,119599.66,online_transfer,3.8,medium,1,29,1,42276.77,evening,web,business,0,1156770.19,0.57,1,1
T04410,A2948,59071.61,cash,13.0,low,0,50,1,29373.63,evening,mobile,business,0,1631602.43,0.78,1,1
T04411,A5112,300645.28,online_transfer,12.4,low,0,24,1,15828.31,night,web,business,0,38367.78,0.03,0,1
T04412,A6516,269134.4,online_transfer,10.6,low,0,29,0,18023.98,night,web,business,1,694659.49,0.59,1,1
T04413,A6476,154486.16,upi,11.7,low,0,45,1,34226.22,night,atm,personal,0,1106103.58,0.92,0,1
T04414,A7579,228991.53,online_transfer,8.0,low,0,40,0,27636.16,afternoon,atm,business,0,703243.76,0.43,1,1
T04415,A4337,404890.87,online_transfer,7.9,medium,0,22,0,4005.9,night,web,personal,1,781023.76,0.79,0,0
T04416,A6533,8121.44,cash,13.1,medium,1,9,1,4914.06,afternoon,web,business,1,191008.96,0.16,0,0
T04417,A7028,118704.18,online_transfer,10.2,high,1,2,0,14471.42,night,mobile,business,1,1639689.0,0.15,0,1
T04418,A9495,473350.29,cheque,6.2,medium,1,2,0,20485.41,evening,atm,personal,1,784467.57,0.01,0,0
T04419,A8734,230699.64,cash,3.6,low,1,8,1,26625.19,evening,mobile,personal,0,1544780.58,0.18,0,1
T04420,A3808,471081.37,upi,5.0,low,1,50,0,41203.52,evening,web,business,0,66141.01,0.53,0,0
T04421,A9944,258380.78,crypto,7.1,high,1,3,1,33525.68,afternoon,atm,personal,1,971284.78,0.56,1,1
T04422,A7130,355328.75,bank_transfer,2.0,high,1,47,0,28338.67,afternoon,web,business,1,994846.47,0.95,0,1
T04423,A4074,73838.92,upi,3.3,high,0,30,1,30924.49,morning,mobile,business,1,1175480.39,0.5,1,1
T04424,A3168,69876.8,cheque,12.3,medium,1,21,1,49063.91,morning,web,business,1,112425.74,0.37,0,0
T04425,A3187,100324.14,crypto,1.3,low,0,17,0,4135.11,evening,mobile,business,1,102092.13,0.69,1,0
T04426,A6616,22336.2,crypto,9.1,high,0,4,0,20143.51,evening,mobile,personal,1,1234724.88,0.27,1,0
T04427,A2536,389003.24,bank_transfer,10.8,low,1,22,1,33968.92,night,mobile,personal,1,1778635.88,0.13,0,1
T04428,A1772,315919.33,cheque,0.5,high,0,30,0,20895.17,morning,mobile,business,1,752460.7,0.64,0,1
T04429,A2758,451692.3,cash,8.5,high,0,2,0,9190.02,afternoon,mobile,personal,1,1173623.15,0.7,1,1
T04430,A4480,97435.19,bank_transfer,9.2,high,0,3,0,46114.97,evening,atm,business,0,720262.28,0.48,1,0
T04431,A3816,139895.85,cash,8.9,high,0,38,1,31458.98,evening,web,business,0,620228.37,0.16,0,1
T04432,A3575,287654.13,upi,5.0,high,1,26,0,48938.8,afternoon,web,personal,1,427719.25,0.43,1,1
T04433,A3163,140589.6,cheque,0.2,low,0,9,1,32515.02,afternoon,web,personal,1,824643.37,0.0,1,1
T04434,A7058,101467.07,online_transfer,11.5,high,0,50,0,46870.39,evening,atm,business,0,1370786.81,0.71,1,1
T04435,A5733,312384.42,cheque,12.3,medium,1,22,1,33478.12,morning,atm,personal,1,1250106.74,0.52,0,1
T04436,A2715,367569.79,upi,10.2,high,0,50,0,23038.17,night,web,personal,1,1569428.89,0.52,0,1
T04437,A1650,459408.82,crypto,4.5,high,1,25,1,49648.65,morning,atm,business,1,1916656.54,0.5,0,1
T04438,A4545,160859.87,online_transfer,1.5,high,0,45,1,5584.31,evening,web,business,0,151946.66,0.51,1,1
T04439,A1399,230793.81,upi,5.9,medium,1,3,0,28485.32,afternoon,web,personal,0,241894.96,0.91,1,1
T04440,A8719,223673.85,upi,14.5,low,1,7,1,7296.86,afternoon,web,personal,0,1841729.83,0.52,0,1
T04441,A1489,51355.76,cash,15.0,low,0,18,1,17650.71,afternoon,web,business,1,388579.12,0.65,0,0
T04442,A6316,414074.5,bank_transfer,1.9,low,1,13,0,11023.4,afternoon,atm,personal,1,1536964.33,0.71,1,1
T04443,A9591,335846.46,cash,9.0,medium,0,50,0,45308.66,night,mobile,personal,1,185480.17,0.98,1,1
T04444,A8576,308440.1,bank_transfer,7.3,high,0,39,1,39597.42,morning,mobile,business,1,1210169.73,0.94,0,1
T04445,A9432,285558.34,bank_transfer,9.2,low,0,9,1,6768.26,night,mobile,personal,0,1987683.95,0.46,0,0
T04446,A3308,262319.61,online_transfer,13.9,low,1,7,0,9904.27,evening,mobile,business,0,589022.05,0.65,0,0
T04447,A4237,373077.1,cash,14.4,medium,0,36,1,40894.42,evening,atm,personal,0,398602.98,0.4,0,1
T04448,A4811,318052.21,online_transfer,4.8,low,1,5,1,33128.65,evening,mobile,personal,1,344977.76,0.95,1,1
T04449,A5212,306343.57,online_transfer,13.6,high,1,24,1,15189.2,morning,web,personal,1,643580.76,0.85,1,1
T04450,A4686,103839.63,bank_transfer,14.1,low,1,47,1,37291.49,evening,mobile,personal,1,693199.09,0.92,1,1
T04451,A5190,303837.65,bank_transfer,5.8,medium,0,3,1,41451.51,afternoon,web,business,1,150632.78,0.25,1,1
T04452,A6216,438131.47,bank_transfer,14.3,medium,0,13,0,16195.93,afternoon,atm,personal,0,1433265.19,0.35,0,0
T04453,A6913,151043.97,crypto,6.3,medium,0,37,0,34175.44,morning,web,personal,0,1205391.76,0.33,0,0
T04454,A2579,431991.99,cash,12.8,low,1,26,0,43760.26,evening,web,business,0,590602.04,0.15,0,0
T04455,A1600,371048.22,cash,6.5,high,1,18,0,47801.99,night,atm,business,1,1492381.41,0.75,0,1
T04456,A1630,453987.99,upi,1.1,high,0,39,1,35861.71,morning,atm,business,0,809783.73,0.4,1,1
T04457,A4996,255987.34,online_transfer,4.1,medium,0,2,1,18850.68,night,web,business,1,101505.62,0.87,0,1
T04458,A2265,299609.95,cheque,0.4,low,1,5,0,26515.11,night,atm,personal,0,1695599.8,0.32,1,1
T04459,A2880,441037.67,cash,4.6,medium,1,46,1,23494.12,morning,mobile,personal,1,254604.84,0.67,0,1
T04460,A2394,175059.94,cheque,1.1,high,0,13,1,4829.16,afternoon,atm,personal,0,91648.93,0.97,0,1
T04461,A7019,320959.73,cash,1.7,high,0,20,1,8671.81,evening,atm,business,0,84468.76,0.67,0,1
T04462,A7523,141899.58,cash,11.8,low,1,40,1,5064.05,afternoon,web,business,0,1685799.98,0.6,1,1
T04463,A8436,283099.6,cheque,13.6,low,1,12,0,7338.14,afternoon,atm,business,0,1110922.91,0.99,0,0
T04464,A7033,327929.64,upi,6.7,low,0,9,1,8661.82,morning,mobile,business,1,1688140.96,0.78,0,1
T04465,A1700,283562.97,cheque,4.6,medium,1,20,0,6093.67,night,web,business,1,785929.13,0.34,0,0
T04466,A7993,378081.48,cheque,5.1,high,1,9,1,2092.26,morning,web,personal,1,1197179.55,0.98,1,1
T04467,A1648,216770.09,upi,1.8,medium,1,24,1,7472.61,evening,mobile,personal,0,71079.41,0.41,1,1
T04468,A9717,430070.56,cash,13.2,high,1,8,1,1395.99,evening,web,personal,1,1966132.0,0.61,0,1
T04469,A7400,140802.36,online_transfer,4.5,high,1,16,1,27039.67,morning,web,business,1,1419792.53,0.2,0,1
T04470,A5571,51122.53,crypto,9.4,high,0,0,0,26038.9,night,atm,business,0,427037.0,0.25,1,0
T04471,A4757,392147.01,cash,9.6,high,0,29,1,18252.15,morning,atm,business,0,1608026.33,0.35,0,1
T04472,A9852,262419.24,bank_transfer,13.8,low,1,12,1,40546.01,evening,web,personal,0,971970.71,0.21,1,1
T04473,A9034,291078.35,upi,10.9,low,0,31,1,2704.81,evening,atm,personal,1,573184.73,0.84,1,1
T04474,A4972,231591.83,online_transfer,4.2,medium,1,6,1,29798.98,morning,web,business,0,1155307.82,0.08,0,1
T04475,A3338,127172.77,bank_transfer,4.6,low,0,4,0,35564.55,night,web,personal,1,100307.74,0.74,0,0
T04476,A1998,444127.76,crypto,8.0,low,1,45,0,46040.79,evening,mobile,personal,0,1025501.48,0.99,1,1
T04477,A1549,85215.09,upi,7.2,high,1,27,0,31705.92,morning,atm,personal,1,575107.45,0.68,0,0
T04478,A9899,1277.65,cash,1.3,low,1,4,0,22756.78,afternoon,atm,personal,0,1120766.71,0.04,1,0
T04479,A6281,293370.7,bank_transfer,14.5,low,1,19,0,49222.81,morning,mobile,personal,1,1106538.32,0.15,0,0
T04480,A4771,445323.64,cheque,7.3,high,1,11,0,34915.3,night,mobile,business,0,829831.55,0.79,1,1
T04481,A1437,158288.11,cash,14.4,medium,0,35,0,35206.1,morning,atm,personal,0,208621.83,0.31,0,0
T04482,A2510,160206.48,cash,0.3,medium,1,12,0,25148.58,morning,mobile,business,0,551302.0,0.81,0,1
T04483,A3240,183826.4,bank_transfer,6.9,high,0,26,1,9886.2,night,web,business,0,876962.87,0.04,1,1
T04484,A2141,175362.61,online_transfer,4.0,medium,1,43,1,21385.26,afternoon,web,business,1,1560376.4,0.05,1,1
T04485,A1689,299444.34,cheque,14.4,high,0,6,1,21296.3,night,mobile,business,0,1494593.08,0.65,1,1
T04486,A3457,372363.39,cheque,14.1,medium,1,21,0,44752.38,night,atm,personal,1,835859.61,0.8,0,1
T04487,A2417,408667.66,cash,4.9,low,0,28,1,37936.42,night,atm,business,0,33623.32,0.85,0,1
T04488,A2679,144852.04,crypto,3.8,high,0,1,1,14736.59,night,web,business,1,1427038.96,0.26,1,1
T04489,A8401,327964.7,crypto,10.9,medium,1,17,1,1243.63,evening,atm,business,0,1537664.5,0.89,1,1
T04490,A9874,68481.91,cheque,3.9,high,1,35,0,17884.74,night,mobile,business,1,161644.03,0.9,0,1
T04491,A4949,131882.89,cheque,8.7,medium,1,33,1,25904.12,afternoon,atm,business,1,1840064.65,0.93,0,1
T04492,A6686,50699.51,crypto,5.1,low,1,31,0,13108.11,night,mobile,personal,1,1553687.6,0.91,1,1
